,Package Name,Access,Summary,Updated
12228,robotframework-faker,public,"Robot Framework wrapper for faker, a fake test data generator",2025-04-22
12229,zfit_interface,public,zfit model fitting interface for HEP,2025-04-22
12230,biobear,public,biobear is a Python library designed for processing scientific data with Rust and Arrow.,2025-04-22
12231,natpy,public,Convert the units of particle physics quantities.,2025-04-22
12232,r-maotai,public,"Matrix is an universal and sometimes primary object/unit in applied mathematics and statistics. We provide a number of algorithms for selected problems in optimization and statistical inference. For general exposition to the topic with focus on statistical context, see the book by Banerjee and Roy (2014, ISBN:9781420095388).",2025-04-22
12233,kalepy,public,Kernel Density Estimation (KDE) and sampling.,2025-04-22
12234,alibabacloud-openapi-util,public,Aliyun Tea OpenApi Library for Python,2025-04-22
12235,alibabacloud-gateway-spi,public,Alibaba Cloud Gateway SPI SDK Library for Python,2025-04-22
12236,alibabacloud-tea-util,public,The tea-util module of alibabaCloud Python SDK.,2025-04-22
12237,alibabacloud-tea,public,The tea module of alibabaCloud Python SDK.,2025-04-22
12238,google-re2,public,RE2 Python bindings,2025-04-22
12239,cosmopy,public,Quickly calculate cosmological parameters.,2025-04-22
12240,pydantic-config,public,Support for pydantic-settings configuration file loading,2025-04-22
12241,neuralprophet,public,NeuralProphet is an easy to learn framework for interpretable time series forecasting.,2025-04-22
12242,pyqalloy,public,"PyQAlloy is a tool for detection of abnormal data in alloy datasets (and other chemical spaces), allowing removal of hard-to-find erros in the data which often introduce systematic errors throwing off machine learning and researchers alike. Its development is a part of ULTERA Project carried under the DOE ARPA-E ULTIMATE program that aims to develop a new generation of materials for turbine blades and related applications.",2025-04-22
12243,pesviewer,public,Potential Energy Surface Visualizer,2025-04-22
12244,pywatershed,public,pywatershed is a Python package for hydrologic modeling,2025-04-22
12245,clang-format-17,public,Development headers and libraries for Clang,2025-04-22
12246,clang-17,public,Development headers and libraries for Clang,2025-04-22
12247,libclang-cpp17git,public,Development headers and libraries for Clang,2025-04-22
12248,descriptastorus,public,Descriptor storage and molecular file indexing,2025-04-22
12249,pyunormalize,public,"Unicode normalization forms (NFC, NFKC, NFD, NFKD). A library independent from the Python core Unicode database.",2025-04-22
12250,libmlir17,public,Multi-Level IR Compiler Framework,2025-04-22
12251,lstchain,public,Analysis chain for the CTA-LST prototype,2025-04-22
12252,pybtexris,public,A pybtex plugin for working with RIS files.,2025-04-22
12253,epiweeks4cf,public,Epidemiological weeks calculation based on the US CDC (MMWR) and ISO week numbering systems,2025-04-22
12254,jit-open,public,Just in time open files,2025-04-22
12255,dict-trie,public,Trie implementation for approximate string matching.,2025-04-22
12256,supermorecado,public,Extend the functionality of morecantile with additional commands.,2025-04-22
12257,ctaplot,public,Compute and plot CTA IRFs,2025-04-22
12258,cellrank,public,Dynamics from multi-view single-cell data,2025-04-22
12259,daggerpy,public,DAG tools to process numerical topography and landscape evolution models,2025-04-22
12260,r-azurestor,public,"Manage storage in Microsoft's 'Azure' cloud: <https://azure.microsoft.com/en-us/product-categories/storage/>. On the admin side, 'AzureStor' includes features to create, modify and delete storage accounts. On the client side, it includes an interface to blob storage, file storage, and 'Azure Data Lake Storage Gen2': upload and download files and blobs; list containers and files/blobs; create containers; and so on. Authenticated access to storage is supported, via either a shared access key or a shared access signature (SAS). Part of the 'AzureR' family of packages.",2025-04-22
12261,r-wrswor,public,A collection of implementations of classical and novel algorithms for weighted sampling without replacement.,2025-04-22
12262,r-azurermr,public,"A lightweight but powerful R interface to the 'Azure Resource Manager' REST API. The package exposes a comprehensive class framework and related tools for creating, updating and deleting 'Azure' resource groups, resources and templates. While 'AzureRMR' can be used to manage any 'Azure' service, it can also be extended by other packages to provide extra functionality for specific services. Part of the 'AzureR' family of packages.",2025-04-22
12263,r-azuregraph,public,"A simple interface to the 'Microsoft Graph' API <https://docs.microsoft.com/en-us/graph/overview>. 'Graph' is a comprehensive framework for accessing data in various online Microsoft services. This package was originally intended to provide an R interface only to the 'Azure Active Directory' part, with a view to supporting interoperability of R and 'Azure': users, groups, registered apps and service principals. However it has since been expanded into a more general tool for interacting with Graph. Part of the 'AzureR' family of packages.",2025-04-22
12264,r-azureauth,public,"Provides Azure Active Directory (AAD) authentication functionality for R users of Microsoft's 'Azure' cloud <https://azure.microsoft.com/>. Use this package to obtain 'OAuth' 2.0 tokens for services including Azure Resource Manager, Azure Storage and others. It supports both AAD v1.0 and v2.0, as well as multiple authentication methods, including device code and resource owner grant. Tokens are cached in a user-specific directory obtained using the 'rappdirs' package. The interface is based on the 'OAuth' framework in the 'httr' package, but customised and streamlined for Azure. Part of the 'AzureR' family of packages.",2025-04-22
12265,r-greg,public,"Methods for manipulating regression models and for describing these in a style adapted for medical journals. Contains functions for generating an HTML table with crude and adjusted estimates, plotting hazard ratio, plotting model estimates and confidence intervals using forest plots, extending this to comparing multiple models in a single forest plots. In addition to the descriptive methods, there are functions for the robust covariance matrix provided by the 'sandwich' package, a function for adding non-linearities to a model, and a wrapper around the 'Epi' package's Lexis() functions for time-splitting a dataset when modeling non-proportional hazards in Cox regressions.",2025-04-22
12266,r-gmisc,public,"Tools for making the descriptive ""Table 1"" used in medical articles, a transition plot for showing changes between categories (also known as a Sankey diagram), flow charts by extending the grid package, a method for variable selection based on the SVD, Bézier lines with arrows complementing the ones in the 'grid' package, and more.",2025-04-22
12267,r-ssc,public,"Provides a collection of self-labeled techniques for semi-supervised classification. In semi-supervised classification, both labeled and unlabeled data are used to train a classifier. This learning paradigm has obtained promising results, specifically in the presence of a reduced set of labeled examples. This package implements a collection of self-labeled techniques to construct a classification model. This family of techniques enlarges the original labeled set using the most confident predictions to classify unlabeled data. The techniques implemented can be applied to classification problems in several domains by the specification of a supervised base classifier. At low ratios of labeled data, it can be shown to perform better than classical supervised classifiers.",2025-04-22
12268,r-remacor,public,"Meta-analysis is widely used to summarize estimated effects sizes across multiple statistical tests. Standard fixed and random effect meta-analysis methods assume that the estimated of the effect sizes are statistically independent. Here we relax this assumption and enable meta-analysis when the correlation matrix between effect size estimates is known. Fixed effect meta-analysis uses the method of Lin and Sullivan (2009) <doi:10.1016/j.ajhg.2009.11.001>, and random effects meta-analysis uses the method of Han, et al. <doi:10.1093/hmg/ddw049>.",2025-04-22
12269,r-directpa,public,"Direction analysis is a set of tools designed to identify combinatorial effects of multiple treatments/conditions on pathways and kinases profiled by microarray, RNA-seq, proteomics, or phosphoproteomics data. See Yang P et al (2014) <doi:10.1093/bioinformatics/btt616>; and Yang P et al. (2016) <doi:10.1002/pmic.201600068>.",2025-04-22
12270,r-hdci,public,"Fits regression models on high dimensional data to estimate coefficients and use bootstrap method to obtain confidence intervals. Choices for regression models are Lasso, Lasso+OLS, Lasso partial ridge, Lasso+OLS partial ridge.",2025-04-22
12271,r-downloadthis,public,Implement download buttons in HTML output from 'rmarkdown' without the need for 'runtime:shiny'.,2025-04-22
12272,r-shinytitle,public,Enables the ability to change or flash the title of the browser window during a 'shiny' session.,2025-04-22
12273,r-oaqc,public,"Implements the efficient algorithm by Ortmann and Brandes (2017) <doi:10.1007/s41109-017-0027-2> to compute the orbit-aware frequency distribution of induced and non-induced quads, i.e. subgraphs of size four. Given an edge matrix, data frame, or a graph object (e.g., 'igraph'), the orbit-aware counts are computed respective each of the edges and nodes.",2025-04-22
12274,r-nglviewer,public,Provides an 'htmlwidgets' <https://www.htmlwidgets.org/> interface to 'NGL.js' <http://nglviewer.org/ngl/api/>. 'NGLvieweR' can be used to visualize and interact with protein databank ('PDB') and structural files in R and Shiny applications. It includes a set of API functions to manipulate the viewer after creation in Shiny.,2025-04-22
12275,groundingdino-py,public,open-set object detector,2025-04-22
12276,supervision,public,Supervision is reusable computer vision tools.,2025-04-22
12277,r-fportfolio,public,A collection of functions to optimize portfolios and to analyze them from different points of view.,2025-04-22
12278,r-fassets,public,"A collection of functions to manage, to investigate and to analyze data sets of financial assets from different points of view.",2025-04-22
12279,r-rneos,public,Within this package the XML-RPC API to NEOS <https://neos-server.org/neos/> is implemented. This enables the user to pass optimization problems to NEOS and retrieve results within R.,2025-04-22
12280,r-fcopulae,public,"Provides a collection of functions to manage, to investigate and to analyze bivariate financial returns by Copulae. Included are the families of Archemedean, Elliptical, Extreme Value, and Empirical Copulae.",2025-04-22
12281,nbconvert-qtpdf,public,Converting Jupyter Notebooks,2025-04-22
12282,substring,public,Multi-Operational and Flexible Substring Package,2025-04-22
12283,xpystac,public,Extend xarray.open_dataset to accept pystac objects,2025-04-22
12284,libllvm17,public,Development headers and libraries for LLVM,2025-04-22
12285,robotframework-excellib,public,Robot Framework library for working with Excel documents,2025-04-22
12286,sybil,public,Automated testing for the examples in your documentation.,2025-04-22
12287,napari-workshop-browser,public,A plugin to browse and follow napari workshops,2025-04-22
12288,geoxarray,public,Geolocation utilities for xarray objects,2025-04-22
12289,xstate-python,public,XState for Python,2025-04-22
12290,niacin,public,A Python library for replacing the missing variation in your text data,2025-04-22
12291,asv_runner,public,Core Python benchmark code for ASV,2025-04-22
12292,idiap-devtools,public,This package contains a *pot-pourri* of various tools required to develop python packages at Idiap's GitLab infrastructure,2025-04-22
12293,beanie-batteries-queue,public,Simple queue system for Beanie,2025-04-22
12294,python-int-nomax-str-digits,public,An activation script that sets PYTHONINTMAXSTRDIGITS=0,2025-04-22
12295,anaconda-catalogs,public,Client library for Anaconda Catalogs,2025-04-22
12296,intake-dataframe-catalog,public,An intake driver for a searchable table of intake sources and associated metadata,2025-04-22
12297,aioguest,public,Run asyncio and another event loop in the same thread,2025-04-22
12298,aleph-alpha-client,public,python client to interact with Aleph Alpha api endpoints,2025-04-22
12299,bytewax,public,Python Stateful Stream Processing Framework,2025-04-22
12300,tricycle,public,"Experimental extensions for Trio, the friendly async I/O library",2025-04-22
12301,album-gui,public,"Album is a framework for unifying computational tools across frameworks, languages, and environments. This package provides a graphical user interface for Album.",2025-04-22
12302,seaduck,public,A python package that interpolates data from ocean dataset from both Eulerian and Lagrangian perspective.,2025-04-22
12303,stamina,public,Production-grade retries made easy.,2025-04-22
12304,molecule-generation,public,Implementations of deep generative models of molecules.,2025-04-22
12305,album-solution-api,public,"Album is a framework for unifying computational tools across frameworks, languages, and environments.",2025-04-22
12306,ipynao,public,A widget library for controlling Nao,2025-04-22
12307,mp-pyrho,public,Tools for re-griding volumetric quantum chemistry data for machine-learning purposes,2025-04-22
12308,tf2-gnn,public,TensorFlow 2.0 implementation of Graph Neural Networks.,2025-04-22
12309,trio-typing,public,Static type checking support for Trio and related projects,2025-04-22
12310,conda-inject,public,"Helper functions for injecting a conda environment into the current python environment (by modifying sys.path, without actually changing the current python environment).",2025-04-22
12311,napari-nlm,public,NLM (non local means) denoising,2025-04-22
12312,r-admm,public,Provides algorithms to solve popular optimization problems in statistics such as regression or denoising based on Alternating Direction Method of Multipliers (ADMM). See Boyd et al (2010) <doi:10.1561/2200000016> for complete introduction to the method.,2025-04-22
12313,r-manhattanly,public,"Create interactive manhattan, Q-Q and volcano plots that are usable from the R console, in 'Dash' apps, in the 'RStudio' viewer pane, in 'R Markdown' documents, and in 'Shiny' apps. Hover the mouse pointer over a point to show details or drag a rectangle to zoom. A manhattan plot is a popular graphical method for visualizing results from high-dimensional data analysis such as a (epi)genome wide association study (GWAS or EWAS), in which p-values, Z-scores, test statistics are plotted on a scatter plot against their genomic position. Manhattan plots are used for visualizing potential regions of interest in the genome that are associated with a phenotype. Interactive manhattan plots allow the inspection of specific value (e.g. rs number or gene name) by hovering the mouse over a cell, as well as zooming into a region of the genome (e.g. a chromosome) by dragging a rectangle around the relevant area. This work is based on the 'qqman' package and the 'plotly.js' engine. It produces similar manhattan and Q-Q plots as the 'manhattan' and 'qq' functions in the 'qqman' package, with the advantage of including extra annotation information and interactive web-based visualizations directly from R. Once uploaded to a 'plotly' account, 'plotly' graphs (and the data behind them) can be viewed and modified in a web browser.",2025-04-22
12314,jupyter-kernel-provisioner-proxy,public,Jupyter kernel provisioner proxy,2025-04-22
12315,pyobjc-framework-webkit,public,Wrappers for the framework Webkit on macOS,2025-04-22
12316,h5pulsar,public,HDF5 files for Pulsar timing data,2025-04-22
12317,fsl-pipe-gui,public,Terminal-based GUI for fsl-pipe,2025-04-22
12318,pyobjc-framework-security,public,Wrappers for the framework Security on macOS,2025-04-22
12319,sarif-tools,public,SARIF tools,2025-04-22
12320,split-file-reader,public,A package to read parted files on disk.,2025-04-22
12321,disperse,public,Automatic identification of persistent structures.,2025-04-22
12322,gmailsorter,public,Assign labels to emails in Google Mail based on their similarity to other emails assigned to the same label.,2025-04-22
12323,pytest_parallel_mpi,public,a pytest plugin to manage test in distributed way with MPI Standard,2025-04-22
12324,r-interpretmsspectrum,public,High resolution mass spectrometry yields often large data sets of spectra from compounds which are not present in available libraries. These spectra need to be annotated and interpreted.'InterpretMSSpectrum' provides a set of functions to perform such tasks for Electrospray-Ionization and Atmospheric-Pressure-Chemical-Ionization derived data in positive and negative ionization mode.,2025-04-22
12325,flet-runtime,public,Flet Runtime - a base package for Flet desktop and Flet mobile.,2025-04-22
12326,basictools-devenv,public,Tools for finite element computations,2025-04-22
12327,basictools-extensions,public,Tools for finite element computations,2025-04-22
12328,basictools-core,public,Tools for finite element computations,2025-04-22
12329,kalpy,public,Pybind11 bindings for Kaldi for use with the Montreal Forced Aligner,2025-04-22
12330,piano_fingering,public,"Simple, fast, extensible JSON encoder/decoder for Python",2025-04-22
12331,jax-dataclasses,public,Dataclasses + JAX,2025-04-22
12332,liecasadi,public,"Rigid transform using Lie groups, written in CasADi!",2025-04-22
12333,lb-telemetry,public,A utility for logging telemetry data from LHCb packages to MONIT,2025-04-22
12334,timescoring,public,Library for measuring performance of time series classification,2025-04-22
12335,mathpad,public,"Simplified interface to Sympy for solving physics, engineering and maths problems",2025-04-22
12336,brainglobe-utils,public,Shared general purpose tools for the BrainGlobe project,2025-04-22
12337,wil,public,Windows Implementation Libraries (WIL),2025-04-22
12338,ktch,public,ktch is a python package for model-based morphometrics.,2025-04-22
12339,covalent,public,Covalent Workflow Tool,2025-04-22
12340,mujoco-python-viewer,public,Interactive renderer for MuJoCo Python,2025-04-22
12341,gradescope-utils,public,Utilities for building Gradescope autograders,2025-04-22
12342,libpnetcdf,public,"PnetCDF is a high-performance parallel I/O library for accessing Unidata's NetCDF, files in classic formats, specifically the formats of CDF-1, 2, and 5.",2025-04-22
12343,r-clarify,public,"Performs simulation-based inference as an alternative to the delta method for obtaining valid confidence intervals and p-values for regression post-estimation quantities, such as average marginal effects and predictions at representative values. This framework for simulation-based inference is especially useful when the resulting quantity is not normally distributed and the delta method approximation fails. The methodology is described in King, Tomz, and Wittenberg (2000) <doi:10.2307/2669316>. 'clarify' is meant to replace some of the functionality of the archived package 'Zelig'; see the vignette ""Translating Zelig to clarify"" for replicating this functionality.",2025-04-22
12344,ipyflow-core,public,Backend package for ipyflow's dataflow functionality,2025-04-22
12345,flynt,public,CLI tool to convert a python project's %-formatted strings to f-strings.,2025-04-22
12346,pyproximal,public,"Python library implementing proximal operators to allow solving non-smooth, constrained convex problems with proximal algorithms.",2025-04-22
12347,glue-jupyterlab,public,Glue JupyterLab Extension,2025-04-22
12348,morningstar-data,public,Morningstar Data,2025-04-22
12349,r-distributions3,public,"Tools to create and manipulate probability distributions using S3. Generics pdf(), cdf(), quantile(), and random() provide replacements for base R's d/p/q/r style functions. Functions and arguments have been named carefully to minimize confusion for students in intro stats courses. The documentation for each distribution contains detailed mathematical notes.",2025-04-22
12350,r-cereal,public,"The 'vctrs' package provides a concept of vector prototype that can be especially useful when deploying models and code. Serialize these object prototypes to 'JSON' so they can be used to check and coerce data in production systems, and deserialize 'JSON' back to the correct object prototypes.",2025-04-22
12351,h5coro,public,Python package for reading HDF5 data from S3,2025-04-22
12352,textual-dev,public,Development tools for working with Textual,2025-04-22
12353,tox-current-env,public,Use current environment instead of virtualenv for tox testenvs,2025-04-22
12354,tftest,public,Simple Terraform test helper,2025-04-22
12355,argparse-addons,public,Additional argparse types and actions.,2025-04-22
12356,datasketches,public,The Apache DataSketches Library for Python,2025-04-22
12357,django-easy-logging,public,Easy Django logging with Loguru,2025-04-22
12358,hll,public,HyperLogLog implementation in C for python.,2025-04-22
12359,pandas-dq,public,Clean your data using a scikit-learn transformer in a single line of code,2025-04-22
12360,chemdyg,public,Chemistry Diagnostics Package,2025-04-22
12361,shaderc,public,"A collection of tools, libraries and tests for shader compilation",2025-04-22
12362,jupyterlab-templates,public,Jupyter notebook templates,2025-04-22
12363,eralchemy2,public,Simple entity relation (ER) diagrams generation,2025-04-22
12364,robert,public,Refiner and Optimizer of a Bunch of Existing Regression Tools,2025-04-22
12365,fs.googledrivefs,public,Pyfilesystem2 implementation for Google Drive,2025-04-22
12366,bunnet,public,Synchronous Python ODM for MongoDB,2025-04-22
12367,decimal128,public,Decimal128 IEEE 754 2008 number library for Python,2025-04-22
12368,djlint,public,HTML Template Linter and Formatter,2025-04-22
12369,pyloadprofilegenerator,public,Python Bindings for the LoadProfileGenerator,2025-04-22
12370,kedro-vertexai,public,Kedro plugin with GCP Vertex AI support,2025-04-22
12371,pyo-oracle,public,Python API client for the Bio-ORACLE ERDDAP server.,2025-04-22
12372,torchkin,public,Torch extension for differentiable kinematics.,2025-04-22
12373,google-cloud-scheduler,public,Cloud Scheduler API client library,2025-04-22
12374,urdf-parser-py,public,"This package contains a Python parser for the Unified Robot Description Format (URDF), an XML format representing a robot model.",2025-04-22
12375,html-void-elements,public,List of HTML void tag names.,2025-04-22
12376,torchlie,public,Torch extension for differentiable Lie groups.,2025-04-22
12377,cssbeautifier,public,CSS unobfuscator and beautifier.,2025-04-22
12378,html-tag-names,public,List of known HTML tag names,2025-04-22
12379,python-substrait,public,A python package for Substrait.,2025-04-22
12380,jupyterlab-accessible-themes,public,accessible jupyter lab themes,2025-04-22
12381,jupyter-pluto-proxy,public,Run Pluto.jl in JupyterHub,2025-04-22
12382,libertem-live,public,Live processing with LiberTEM,2025-04-22
12383,grib2io-interp,public,Interpolation component for grib2io providing a Python interface to NCEPLIBS-ip,2025-04-22
12384,gluepyter,public,Glue JupyterLab Extension,2025-04-22
12385,learn-python-ceg-test,public,learn_python check answers,2025-04-22
12386,libertem-dectris,public,LiberTEM support for DECTRIS detectors,2025-04-22
12387,sparseconverter,public,Sparse array type conversion utility,2025-04-22
12388,libertem-blobfinder,public,LiberTEM correlation and refinement library,2025-04-22
12389,libertem-asi-tpx3,public,LiberTEM support for ASI TPX3 detectors,2025-04-22
12390,vulkan-tools,public,Vulkan tools and utilities that can assist development,2025-04-22
12391,scvelo,public,RNA velocity generalized through dynamical modeling,2025-04-22
12392,mmsegmentation,public,Open MMLab Semantic Segmentation Toolbox and Benchmark,2025-04-22
12393,asyncio-atexit,public,"Like atexit, but for asyncio",2025-04-22
12394,napari-imagej,public,Use ImageJ functionality from napari.,2025-04-22
12395,sphinx-needs,public,Sphinx needs extension for managing needs/requirements and specifications,2025-04-22
12396,sphinxcontrib-plantuml,public,"Sphinx ""plantuml"" extension",2025-04-22
12397,r-cuperdec,public,"Calculates and visualises cumulative percent 'decay' curves, which are typically calculated from metagenomic taxonomic profiles. These can be used to estimate the level of expected 'endogenous' taxa at different abundance levels retrieved from metagenomic samples, when comparing to samples of known sampling site or source. Method described in Fellows Yates, J. A. et. al. (2021) Proceedings of the National Academy of Sciences USA <doi:10.1073/pnas.2021655118>.",2025-04-22
12398,aws-request-signer,public,A python library to sign AWS requests using AWS Signature V4.,2025-04-22
12399,sphinx-data-viewer,public,Sphinx extension to show data in an interactive list view,2025-04-22
12400,r-common,public,"Contains functions for solving commonly encountered problems while programming in R. This package is intended to provide a lightweight supplement to Base R, and will be useful for almost any R user.",2025-04-22
12401,clspv,public,Clspv is a prototype compiler for a subset of OpenCL C to Vulkan compute shaders.,2025-04-22
12402,cglm,public,OpenGL Mathematics (glm) for C,2025-04-22
12403,pyramid_session_redis,public,Server-Side Sessions plugin for the Pyramid web framework.,2025-04-22
12404,shillelagh,public,Making it easy to query APIs via SQL,2025-04-22
12405,metal-llvm-tools-15,public,LLVM IR assembler and disassembler for metal,2025-04-22
12406,tappy,public,Command line script and Python library perform tidally-based analysis of water level data.,2025-04-22
12407,pyignite,public,Apache Ignite binary client Python API,2025-04-22
12408,libcppitertools,public,Implementation of python itertools and builtin iteration functions for C++17.,2025-04-22
12409,fenics-basix-pybind11-abi,public,Basix is a finite element definition and tabulation runtime library,2025-04-22
12410,syntheseus,public,Benchmarking Chemical Synthesis Planning Algorithms,2025-04-22
12411,gw_eccentricity,public,Defining eccentricity for gravitational wave astronomy.,2025-04-22
12412,rlpycairo,public,Plugin backend renderer for reportlab.graphics.renderPM,2025-04-22
12413,guidance,public,A guidance language for controlling large language models,2025-04-22
12414,bluesky-hwproxy,public,Proxy for reading bluesky hardware over ZMQ interface.,2025-04-22
12415,synced_collections,public,Interact with persistent key-value stores using Pythonic abstractions.,2025-04-22
12416,scitoolsscianalysis,public,SciAnalysis scripts for processing image files.,2025-04-22
12417,aria-tools,public,Advanced Rapid Imaging and Analysis Product Toolkit,2025-04-22
12418,xroms,public,Package for working with ROMS output in xarray,2025-04-22
12419,gnupg1,public,The New GNU Privacy Guard,2025-04-22
12420,panel-jstree,public,panel-jstree is a wrapper python wrapper around the javascript library jstree for use in panel. This allows for JSON-like representations of tree data. One very useful implementation provided is a server-side file browser.,2025-04-22
12421,pyscal-rdf,public,Ontology based structural manipulation and quering,2025-04-22
12422,pytest-click,public,Pytest plugin for Click,2025-04-22
12423,tabloo,public,Minimalistic dashboard app for visualizing tabular data,2025-04-22
12424,cwltest,public,Common workflow language testing framework,2025-04-22
12425,astronomia,public,Library for calculation of ephemeris and other astronomical calculations,2025-04-22
12426,pystack,public,Analysis of the stack of remote python processes,2025-04-22
12427,protoc-gen-validate,public,PGV for python via just-in-time code generation,2025-04-22
12428,jupyterlite-xeus-python,public,The xeus-python Python kernel for JupyterLite running in the browser,2025-04-22
12429,gita,public,Manage multiple git repos with sanity,2025-04-22
12430,valida,public,Comprehensive validation library for nested data structures.,2025-04-22
12431,pyrootutils,public,Simple package for easy project root setup,2025-04-22
12432,hloc,public,"This is hloc, a modular toolbox for state-of-the-art 6-DoF visual localization.",2025-04-22
12433,xarray-safe-rcm,public,xarray reader for radarsat constellation mission (RCM) SAFE files,2025-04-22
12434,hydra-submitit-launcher,public,Submitit Launcher for Hydra apps,2025-04-22
12435,cost733class,public,Program package for weather and circulation type classification.,2025-04-22
12436,emdfile,public,interfaces with EMD 1.0 files,2025-04-22
12437,pkce,public,PKCE Python generator.,2025-04-22
12438,ory-client,public,Ory APIs,2025-04-22
12439,buildkite-test-collector,public,Buildkite Test Analytics collector,2025-04-22
12440,azure-synapse-spark,public,Microsoft Azure Synapse Spark Client Library for Python,2025-04-22
12441,researchpy,public,Researchpy produces Pandas DataFrames that contain relevant statistical testing information that is commonly required for academic research.,2025-04-22
12442,raitracker,public,Responsible AI Toolbox Tracker,2025-04-22
12443,responsibleai,public,"SDK API to explain models, generate counterfactual examples, analyze causal effects and analyze errors in Machine Learning models.",2025-04-22
12444,hera,public,Hera is an Argo Workflows Python SDK,2025-04-22
12445,nvcomp,public,High Speed Data Compression Using NVIDIA GPUs,2025-04-22
12446,lilly-medchem-rules,public,Implementation of Lilly Medchem Rules - J Med Chem 2012,2025-04-22
12447,graphium,public,Graphium: Scaling molecular GNNs to infinity.,2025-04-22
12448,interpret-community,public,Microsoft Interpret Extensions SDK for Python,2025-04-22
12449,azure-synapse-nspkg,public,Microsoft Azure Synapse Namespace Package,2025-04-22
12450,pyapacheatlas,public,A package to simplify working with the Apache Atlas REST APIs for Atlas and Azure Purview.,2025-04-22
12451,yjs-widgets,public,A JupyterLab extension for widgets based on Yjs,2025-04-22
12452,pyobjc-framework-systemconfiguration,public,Wrappers for the framework SystemConfiguration on macOS,2025-04-22
12453,trompeloeil,public,Header only C++14 mocking framework,2025-04-22
12454,r-rflptools,public,Provides functions to analyse DNA fragment samples (i.e. derived from RFLP-analysis) and standalone BLAST report files (i.e. DNA sequence analysis).,2025-04-22
12455,flask-minify,public,"Flask extension to minify html, css, js and less.",2025-04-22
12456,ypywidgets,public,Y-based Jupyter widgets for Python,2025-04-22
12457,llvm-spirv-16,public,A tool and a library for bi-directional translation between SPIR-V and LLVM IR,2025-04-22
12458,libllvmspirv16,public,A tool and a library for bi-directional translation between SPIR-V and LLVM IR,2025-04-22
12459,llvm-spirv-15,public,A tool and a library for bi-directional translation between SPIR-V and LLVM IR,2025-04-22
12460,libllvmspirv,public,A tool and a library for bi-directional translation between SPIR-V and LLVM IR,2025-04-22
12461,libllvmspirv15,public,A tool and a library for bi-directional translation between SPIR-V and LLVM IR,2025-04-22
12462,gooseepm,public,Elasto-plastic model.,2025-04-22
12463,python-gooseepm,public,Elasto-plastic model.,2025-04-22
12464,pyscreenshot,public,python screenshot,2025-04-22
12465,yggdrasil.pytorch,public,A framework for connecting computational models from multiple languages.,2025-04-22
12466,yggdrasil.images,public,A framework for connecting computational models from multiple languages.,2025-04-22
12467,yggdrasil.seq,public,A framework for connecting computational models from multiple languages.,2025-04-22
12468,yggdrasil.excel,public,A framework for connecting computational models from multiple languages.,2025-04-22
12469,yggdrasil.julia,public,A framework for connecting computational models from multiple languages.,2025-04-22
12470,reacttrs,public,Attributes with superpowers,2025-04-22
12471,pytest-excel,public,pytest plugin for generating excel reports,2025-04-22
12472,numba-progress,public,A progress bar implementation for numba functions using tqdm,2025-04-22
12473,ipyreact,public,React for ipywidgets that just works,2025-04-22
12474,termtosvg,public,Record terminal sessions as SVG animations,2025-04-22
12475,marpyter,public,A JupyterLab extension for Marp.,2025-04-22
12476,ortools-samples,public,Google Operations Research Tools (or-tools) python package,2025-04-22
12477,psij-zmq,public,This is an implementation of the PSI/J (Portable Submission Interface for Jobs),2025-04-22
12478,psij-rest,public,This is an implementation of the PSI/J (Portable Submission Interface for Jobs),2025-04-22
12479,websocket,public,Websocket implementation for gevent,2025-04-22
12480,insightface,public,InsightFace Python Library,2025-04-22
12481,git-remote-codecommit,public,A Git extension for pushing and pulling from AWS CodeCommit.,2025-04-22
12482,ttopt,public,Multivariate function minimizer based on the tensor train approach.,2025-04-22
12483,cw2,public,A reengineered framework to run experiments on a computing cluster.,2025-04-22
12484,pegen,public,CPython's PEG parser generator,2025-04-22
12485,nomad-driver-podman,public,Podman driver for Nomad,2025-04-22
12486,cacheyou,public,httplib2 caching for requests,2025-04-22
12487,r-ggdag,public,"Tidy, analyze, and plot directed acyclic graphs (DAGs). 'ggdag' is built on top of 'dagitty', an R package that uses the 'DAGitty' web tool (<http://dagitty.net>) for creating and analyzing DAGs. 'ggdag' makes it easy to tidy and plot 'dagitty' objects using 'ggplot2' and 'ggraph', as well as common analytic and graphical functions, such as determining adjustment sets and node relationships.",2025-04-22
12488,tomocupy,public,GPU-based reconstruction of tomography data,2025-04-22
12489,r-ggragged,public,"Extend 'ggplot2' facets to panel layouts arranged in a grid with ragged edges. facet_ragged_rows() groups panels in rows of (potentially) varying lengths, facet_ragged_cols() does the same for columns. These can be useful, for example, to represent nested or partially crossed relationships between faceting variables.",2025-04-22
12490,r-discrim,public,"Bindings for additional classification models for use with the 'parsnip' package. Models include flavors of discriminant analysis, such as linear (Fisher (1936) <doi:10.1111/j.1469-1809.1936.tb02137.x>), regularized (Friedman (1989) <doi:10.1080/01621459.1989.10478752>), and flexible (Hastie, Tibshirani, and Buja (1994) <doi:10.1080/01621459.1994.10476866>), as well as naive Bayes classifiers (Hand and Yu (2007) <doi:10.1111/j.1751-5823.2001.tb00465.x>).",2025-04-22
12491,r-r2rtf,public,Create production-ready Rich Text Format (RTF) table and figure with flexible format.,2025-04-22
12492,aitch,public,local scheduler for heterogenous jobs,2025-04-22
